unique_carrier,origin,destination,is_delayed,departure_time,month,day_of_month,day_of_week,distance
XJ,YTL,CVS,N,824,M-6,D-14,W-3,253
OZ,RIN,XBT,N,2129,M-5,D-19,W-4,281
TP,TBM,CJV,N,605,M-3,D-22,W-2,399
OZ,MLT,HSR,N,624,M-3,D-9,W-3,501
RQ,QTP,MGF,N,658,M-1,D-12,W-4,1678
NB,POI,PJT,N,1055,M-6,D-19,W-1,605
HL,VAP,MGF,N,1118,M-10,D-16,W-1,226
WT,YTR,VUT,Y,1350,M-10,D-10,W-2,810
TT,ULX,HSR,N,822,M-4,D-19,W-2,1440
NB,ULX,PDM,N,1130,M-3,D-20,W-1,621
XJ,MQJ,ORN,N,1506,M-5,D-10,W-3,307
JG,TVQ,ITA,Y,1300,M-6,D-23,W-5,331
BN,OPU,PTB,N,911,M-9,D-12,W-2,1532
RQ,TVQ,RMT,N,1235,M-5,D-1,W-1,547
BN,RVN,HSR,N,1504,M-3,D-4,W-5,235
NB,RTQ,LHW,N,1200,M-5,D-3,W-3,239
WT,FJF,RJB,N,557,M-12,D-10,W-6,836
NB,SRW,OMH,Y,855,M-8,D-5,W-6,534
NB,ULX,HBV,N,1530,M-3,D-27,W-7,325
NB,YPU,CNY,N,1455,M-5,D-16,W-1,220
HH,PIH,MHP,N,1821,M-2,D-24,W-4,963
WT,HSR,QFT,N,654,M-3,D-29,W-3,733
WP,MQV,OEJ,Y,2122,M-6,D-19,W-7,651
NB,POI,ORN,N,1335,M-2,D-4,W-6,1790
WT,URX,YTR,N,2225,M-8,D-14,W-1,2327
WT,PTB,RJB,Y,1719,M-3,D-12,W-7,853
OZ,MOL,QFT,Y,1805,M-3,D-15,W-3,478
TT,HBV,RIN,N,735,M-7,D-28,W-5,1189
JG,TVQ,YQO,N,1342,M-10,D-10,W-1,377
XJ,YTL,MSU,N,1249,M-12,D-2,W-6,201
RQ,PIH,PQM,N,1252,M-5,D-12,W-4,599
WP,DTX,MQV,N,1655,M-3,D-24,W-5,329
WP,MQV,CBT,N,1807,M-1,D-18,W-2,329
TP,TBM,HOJ,N,928,M-1,D-22,W-7,539
OZ,HSR,MYR,N,1748,M-1,D-30,W-1,196
TT,HSR,CNY,N,640,M-7,D-29,W-5,622
HH,OMY,PQM,N,1750,M-9,D-18,W-7,919
WP,ULQ,OPU,N,1020,M-1,D-31,W-1,980
IQ,OMH,ULQ,N,757,M-3,D-24,W-4,861
WP,MQV,IQQ,N,2115,M-4,D-17,W-7,631
MH,MQJ,QTX,N,906,M-2,D-9,W-3,2053
BN,RVN,OCP,N,857,M-11,D-14,W-1,98
HH,HSR,OPB,N,712,M-12,D-16,W-6,109
BN,RVN,ULX,N,1938,M-5,D-15,W-7,1671
HH,PQM,YRT,N,1835,M-10,D-26,W-3,188
NB,QTP,TCZ,Y,1635,M-1,D-3,W-1,487
WT,PQM,RJB,Y,1649,M-12,D-24,W-6,391
AG,YTR,MLP,N,801,M-6,D-10,W-6,441
WP,MQV,CRQ,N,2110,M-6,D-9,W-4,644
WP,UYV,JNS,N,724,M-2,D-3,W-4,319
OZ,QFT,CWI,N,2025,M-4,D-22,W-5,292
MH,OYT,JNS,N,2046,M-7,D-7,W-5,1086
OZ,FSE,RIN,N,1954,M-9,D-26,W-1,134
HH,PQM,VNI,N,821,M-10,D-25,W-2,175
LU,ULX,CNY,N,1204,M-6,D-25,W-6,1999
NB,QCC,TWP,N,700,M-4,D-30,W-6,341
MH,LRB,YTL,N,1421,M-2,D-24,W-5,986
MH,YTL,SBH,N,917,M-9,D-20,W-3,1530
WP,QFT,RMT,N,853,M-5,D-8,W-7,214
OZ,YMV,HSR,N,624,M-8,D-23,W-3,588
TT,QTX,OYT,N,1437,M-8,D-20,W-7,2342
RQ,OMY,TVQ,N,1702,M-11,D-16,W-3,692
RQ,PDW,TVQ,N,1610,M-3,D-16,W-4,1547
RQ,TVQ,VAP,N,1819,M-1,D-24,W-1,152
NB,QTP,RJB,N,1725,M-8,D-15,W-2,629
HL,CLO,MGF,N,530,M-3,D-18,W-5,396
RQ,CBT,TVQ,N,1105,M-2,D-25,W-6,214
NB,PTB,PDM,Y,1638,M-3,D-21,W-1,417
OZ,RIN,VAS,N,2103,M-9,D-8,W-5,103
TT,RIN,PTV,N,1434,M-3,D-17,W-5,247
OZ,RIN,PFI,N,1636,M-9,D-19,W-1,364
HH,PIH,OIS,N,1236,M-12,D-3,W-7,329
NB,ORN,DTB,Y,2035,M-3,D-20,W-1,666
NB,HBV,QTP,N,1845,M-4,D-26,W-2,197
LU,ULX,QTP,N,2047,M-11,D-26,W-6,256
WP,MQV,OPU,Y,2250,M-7,D-7,W-4,930
MH,YTL,SRW,N,1330,M-10,D-8,W-7,1043
LT,PIH,LBQ,N,837,M-10,D-7,W-5,2398
NB,MOL,OMH,Y,1244,M-4,D-8,W-6,802
WT,OMH,YTR,Y,828,M-5,D-26,W-5,758
C6,DIE,SPN,N,740,M-3,D-10,W-4,1074
OZ,RIN,XBT,Y,2148,M-12,D-23,W-5,281
NB,ULX,QTX,Y,1848,M-2,D-20,W-1,370
WT,RJB,RVN,Y,1932,M-6,D-6,W-2,1123
OZ,QFT,XBT,Y,1648,M-11,D-28,W-1,1147
NB,OMY,UGR,Y,1940,M-7,D-18,W-1,1234
WP,HSI,MQV,Y,1938,M-7,D-21,W-4,290
TT,HSR,RMT,N,2032,M-9,D-28,W-4,612
WP,VUT,RMT,N,716,M-12,D-20,W-3,814
TT,RIN,HSR,N,957,M-9,D-10,W-6,802
NB,QTP,QTX,N,609,M-9,D-18,W-1,236
WT,RVN,HSR,N,600,M-2,D-8,W-3,235
TT,OYT,CHP,Y,1404,M-7,D-21,W-4,1258
TT,RIN,HSR,N,615,M-8,D-10,W-4,802
NB,PQM,ORN,N,1525,M-10,D-1,W-6,1258
TT,HSR,PVQ,Y,1102,M-7,D-5,W-2,258
HH,OPH,RJB,N,729,M-6,D-28,W-3,679
TT,JNS,OYT,N,1822,M-9,D-4,W-7,1086
NB,ULX,HBV,N,855,M-4,D-25,W-1,325
VK,JNS,ORN,N,744,M-6,D-6,W-1,711
RQ,PQM,QTX,N,1505,M-3,D-20,W-7,590
HH,QTX,PTB,N,1057,M-3,D-28,W-1,109
TT,OYT,RIN,N,1219,M-7,D-25,W-2,1121
TT,UCY,HSR,N,859,M-2,D-13,W-1,1144
TT,HSR,ULX,N,713,M-9,D-20,W-3,1440
RQ,PJT,PQM,Y,1338,M-8,D-12,W-6,689
RQ,CBT,TVQ,N,2019,M-3,D-25,W-5,214
TP,PJT,DBW,Y,1214,M-4,D-6,W-4,909
NB,HTE,HBV,N,915,M-1,D-20,W-4,361
RQ,PRI,TVQ,N,1429,M-6,D-11,W-6,321
IQ,VUT,CNY,N,1514,M-8,D-3,W-3,842
JG,TVQ,UIB,N,1040,M-10,D-2,W-7,247
HL,HSI,DIE,Y,1705,M-11,D-4,W-5,289
WP,QFT,UYV,Y,1605,M-4,D-23,W-7,335
HH,OIS,PIH,Y,1922,M-3,D-25,W-6,329
JG,JAN,TVQ,N,1640,M-7,D-7,W-5,646
BN,DIE,OPU,N,1123,M-2,D-21,W-2,1028
RQ,TVQ,ULI,N,1156,M-8,D-15,W-1,508
NB,RTQ,OMY,N,2103,M-11,D-6,W-1,461
XJ,JNS,MTJ,N,909,M-5,D-31,W-2,602
NB,UCY,CNY,N,710,M-7,D-30,W-6,883
MH,MQJ,OMH,N,1530,M-7,D-17,W-1,895
VK,ULX,HFF,N,1510,M-8,D-26,W-6,2845
RQ,DIE,QTX,N,1203,M-11,D-12,W-6,2475
NB,ULX,PDM,N,820,M-1,D-15,W-7,621
RL,CRQ,YTR,N,1412,M-10,D-11,W-2,326
HL,CHP,DIE,Y,1315,M-8,D-14,W-1,187
NB,QTP,CWS,Y,1745,M-1,D-20,W-4,223
WP,MQV,SPN,N,2146,M-2,D-28,W-2,600
NB,HTE,ORN,N,1725,M-4,D-25,W-2,1844
AG,PBT,ULX,N,1710,M-10,D-3,W-2,338
XJ,MQJ,PVQ,N,2049,M-12,D-19,W-2,487
NB,CBT,OMY,N,655,M-5,D-19,W-5,491
WP,OYT,MQV,N,1818,M-11,D-3,W-4,650
BN,YBR,RVN,N,647,M-11,D-29,W-3,231
JG,HSI,TVQ,N,737,M-9,D-20,W-2,516
NB,POI,CWS,N,1600,M-5,D-14,W-6,358
NB,PTB,PDM,Y,1046,M-7,D-21,W-4,417
TT,QTX,QYL,N,1745,M-1,D-8,W-6,2615
TT,IQQ,RIN,N,1400,M-2,D-15,W-3,1119
IQ,RJB,TVQ,Y,1227,M-10,D-14,W-5,1199
WP,HSI,MQV,N,653,M-10,D-21,W-6,290
HL,QFT,FPU,N,1030,M-12,D-31,W-6,610
RQ,CRQ,UCY,N,1140,M-2,D-19,W-6,1133
OZ,RIN,TCY,N,1919,M-11,D-17,W-5,158
NB,ORN,OMH,Y,950,M-2,D-18,W-6,989
IQ,TVQ,CNY,Y,729,M-12,D-28,W-4,576
MH,JNS,JFJ,N,906,M-3,D-26,W-7,1725
WP,PAS,RMT,N,1638,M-1,D-18,W-3,298
JG,CNY,TVQ,N,931,M-7,D-8,W-6,576
TT,RIN,SPN,N,1855,M-5,D-6,W-5,1017
HL,FSS,MGF,N,1750,M-1,D-8,W-7,268
HH,VWP,QTX,N,2102,M-11,D-4,W-5,451
NB,ULX,QTP,Y,748,M-9,D-15,W-4,256
AG,OLV,YTR,Y,2222,M-1,D-31,W-2,418
RQ,QTP,PQM,N,941,M-12,D-2,W-6,368
NB,OMY,ULX,N,650,M-7,D-11,W-1,1044
NB,ULQ,OMH,N,700,M-3,D-10,W-5,861
TP,PJT,QTX,N,1626,M-9,D-2,W-6,954
WP,QTP,ULQ,N,2255,M-8,D-9,W-3,2176
HL,RMT,QJX,N,2100,M-8,D-6,W-6,414
OZ,XBT,RIN,N,710,M-1,D-9,W-7,281
JG,TVQ,YMV,N,2023,M-4,D-20,W-3,781
TT,RIN,SRW,N,647,M-5,D-7,W-7,1062
JG,UYT,TVQ,N,1423,M-10,D-3,W-1,564
TT,HSR,OYT,Y,1055,M-6,D-29,W-4,1197
JG,XBT,TVQ,Y,1620,M-6,D-1,W-4,589
LU,ULX,PIH,Y,1110,M-6,D-4,W-6,651
TT,QTP,PDM,N,928,M-9,D-28,W-4,386
WP,CRQ,MQV,Y,1521,M-3,D-28,W-1,644
AG,RVN,MQV,N,705,M-8,D-15,W-2,500
BN,OEJ,OPU,N,915,M-4,D-5,W-2,297
IQ,UBP,TVQ,N,1214,M-8,D-20,W-7,272
I9,RJB,PBT,N,2125,M-9,D-1,W-5,846
WP,MQV,ULQ,Y,2155,M-8,D-18,W-5,448
XJ,JNS,PVQ,N,631,M-10,D-24,W-2,872
NB,ULX,PQM,N,1340,M-1,D-28,W-6,507
RQ,QFT,TVQ,N,2057,M-6,D-8,W-3,761
HH,PDM,QTX,N,1129,M-10,D-30,W-7,308
TP,OMH,PJT,N,1750,M-12,D-28,W-3,2553
NB,VWP,QTX,N,1055,M-2,D-28,W-1,451
WT,HSR,PIH,Y,1519,M-3,D-25,W-5,1846
HH,CKB,PQM,N,603,M-7,D-25,W-2,347
BN,STU,OPU,N,927,M-6,D-2,W-4,490
OZ,RIN,MGF,N,1403,M-5,D-3,W-2,812
HH,PQM,VWP,N,1655,M-4,D-29,W-5,601
OZ,RIN,QTN,N,940,M-10,D-3,W-1,140
TT,OYT,JNS,N,816,M-6,D-30,W-5,1086
HL,MQV,QFT,N,1251,M-12,D-20,W-2,544
HH,RJB,STU,N,1531,M-10,D-31,W-1,301
WP,UYV,ULQ,N,1901,M-5,D-16,W-1,267
HL,MTE,MGF,N,610,M-6,D-23,W-5,214
NB,CNY,CRQ,Y,1558,M-11,D-25,W-5,283
JG,TVQ,TCJ,Y,1911,M-1,D-3,W-1,692
WP,HSR,MQV,N,1207,M-8,D-20,W-7,599
RQ,OPU,PQM,N,1417,M-2,D-10,W-5,991
TT,VUT,QFT,N,1113,M-2,D-1,W-2,1011
HL,FPH,CHP,N,605,M-2,D-8,W-2,645
TT,HSR,CNY,Y,1456,M-8,D-12,W-5,622
XJ,JNS,PTG,N,1527,M-8,D-23,W-3,708
WP,QFT,RMT,N,1155,M-12,D-22,W-4,214
OZ,MQQ,RIN,N,631,M-8,D-18,W-4,164
MH,RIN,JNS,Y,1141,M-9,D-26,W-1,1372
IQ,ULQ,TVQ,Y,2125,M-11,D-8,W-3,665
RQ,TVQ,RJB,N,1004,M-8,D-12,W-5,1199
NB,PBT,HTE,N,915,M-4,D-9,W-6,371
AG,MQV,MLP,N,925,M-8,D-21,W-1,168
OZ,CBT,HSR,Y,1220,M-1,D-11,W-2,409
I9,TVQ,RJB,Y,1628,M-8,D-10,W-3,1199
MH,CHP,JNS,N,838,M-4,D-15,W-5,200
NB,HTE,ULX,N,1230,M-4,D-13,W-4,646
RQ,TWP,TVQ,N,1130,M-1,D-2,W-7,813
NB,SBH,PQM,N,1010,M-8,D-12,W-5,422
C6,SPN,DIE,N,1406,M-6,D-25,W-6,1074
AG,ULX,QFC,N,1118,M-12,D-25,W-1,355
OZ,RIN,VWQ,N,1342,M-7,D-20,W-4,237
AG,RTC,YTR,N,906,M-10,D-30,W-1,703
HH,PIH,JWF,N,1729,M-10,D-17,W-2,451
HH,PIH,TWP,N,1051,M-2,D-20,W-7,1504
OZ,HSR,RPO,N,954,M-6,D-9,W-4,299
JG,TVQ,OQW,N,906,M-1,D-7,W-6,448
RQ,ULI,TVQ,N,1425,M-8,D-12,W-5,508
RQ,ORN,TVQ,N,538,M-2,D-17,W-4,590
NB,LHW,OPA,N,1030,M-1,D-25,W-2,303
WT,CRQ,HSR,N,1707,M-11,D-20,W-7,783
AG,ULX,CIQ,N,1017,M-9,D-14,W-4,425
MH,YTL,PTV,N,1414,M-6,D-12,W-1,191
HH,PTB,QTX,Y,1027,M-3,D-12,W-7,109
LT,LBQ,EHT,Y,932,M-2,D-22,W-3,163
OZ,HSR,DTX,N,940,M-4,D-9,W-7,865
RQ,CHP,MGF,N,901,M-8,D-23,W-2,752
RQ,IQQ,TVQ,N,804,M-9,D-3,W-7,581
RQ,FPH,TVQ,N,659,M-1,D-12,W-3,306
WP,MQV,PDW,N,1133,M-1,D-11,W-3,1474
HH,YMV,RJB,N,1904,M-10,D-3,W-1,419
JG,TVQ,QYV,N,1325,M-4,D-4,W-1,453
HL,TKH,MGF,N,2005,M-11,D-11,W-5,225
C6,PTB,DIE,N,2205,M-3,D-23,W-3,2446
WT,RIN,RJB,N,643,M-1,D-4,W-2,641
NB,PVQ,TCZ,N,1615,M-3,D-17,W-5,934
WP,ULX,ULQ,N,713,M-7,D-14,W-5,2075
BN,ULX,RVN,N,1434,M-8,D-24,W-3,1671
NB,TWP,ULX,N,1955,M-4,D-7,W-4,872
HL,MQJ,MGF,Y,1850,M-12,D-1,W-4,221
C6,DIE,IQQ,Y,1601,M-6,D-19,W-7,1069
MH,PTB,JNS,N,1636,M-5,D-3,W-3,2425
NB,CNY,ORN,N,1100,M-6,D-11,W-6,611
XJ,PLG,YTL,N,558,M-2,D-22,W-2,192
NB,PTV,OMH,N,1140,M-2,D-1,W-2,1040
XJ,MQV,JNS,N,1724,M-9,D-19,W-1,529
HH,IPR,RJB,N,909,M-4,D-27,W-4,483
MH,QTX,YTL,Y,2008,M-7,D-11,W-1,1379
OZ,MQJ,HSR,N,1631,M-8,D-29,W-1,316
JG,TVQ,TWP,N,1610,M-9,D-2,W-5,813
RQ,TVQ,CLO,N,1031,M-3,D-10,W-4,134
XJ,YTL,PRI,N,1943,M-9,D-13,W-2,788
OZ,TCY,RIN,N,1428,M-7,D-12,W-2,158
JG,CBT,TVQ,N,834,M-12,D-30,W-5,214
RQ,RMT,TVQ,N,704,M-5,D-22,W-1,547
JG,TVQ,SHM,Y,2350,M-1,D-13,W-5,749
WP,UYV,PIH,N,1753,M-9,D-18,W-7,2254
HH,PIH,CIQ,N,1121,M-12,D-6,W-3,238
WT,QTX,YTR,N,1623,M-7,D-14,W-4,2288
WT,PIH,RJB,N,1711,M-6,D-23,W-5,967
TP,PIH,UPU,N,2030,M-3,D-9,W-3,421
TT,RMT,OYT,N,956,M-1,D-11,W-2,920
NB,PDM,ULX,N,1735,M-9,D-27,W-2,621
HH,PIH,OHR,N,1325,M-2,D-22,W-3,78
VK,QTP,LBQ,Y,1730,M-7,D-13,W-4,2762
C6,OMH,CZB,Y,2327,M-8,D-7,W-1,1129
HH,PQM,URX,Y,1250,M-3,D-24,W-4,630
C6,CVG,DIE,N,1658,M-2,D-23,W-4,267
IQ,OMH,MTE,N,1008,M-5,D-22,W-7,860
JG,PTV,PQM,N,1629,M-2,D-3,W-5,1086
XJ,MOL,JNS,N,908,M-7,D-3,W-1,462
HH,PQM,CVO,N,1654,M-8,D-5,W-6,357
XJ,MQJ,ORV,N,1900,M-11,D-8,W-2,280
RQ,YTL,TVQ,N,1655,M-12,D-17,W-7,689
TT,OMH,CHP,N,1615,M-8,D-24,W-3,1121
BN,RMT,OPU,N,649,M-8,D-12,W-6,931
LU,ULX,PJT,N,729,M-9,D-4,W-7,1107
MH,MQJ,QFT,N,729,M-11,D-14,W-1,418
RQ,TVQ,YTL,N,1204,M-4,D-25,W-1,689
TT,PBT,RIN,N,1549,M-9,D-22,W-5,1205
WP,ULQ,YBR,N,1315,M-10,D-10,W-1,587
HH,RJB,CHY,N,1121,M-8,D-31,W-4,649
OZ,PDM,QTX,N,1226,M-12,D-1,W-5,308
WP,RMT,OMH,N,1410,M-3,D-3,W-5,759
TT,PIH,CHP,N,1024,M-11,D-25,W-6,2704
WP,JQU,ULX,N,1203,M-12,D-15,W-5,347
OZ,RIN,IPO,Y,954,M-4,D-11,W-1,228
XJ,QIV,YTL,N,1840,M-1,D-19,W-3,201
WT,YMV,RJB,N,1315,M-5,D-2,W-2,419
WP,QFT,RMT,N,1355,M-8,D-13,W-7,214
OZ,PTB,QTX,N,1220,M-10,D-16,W-1,109
HH,PQM,CYQ,N,1259,M-8,D-6,W-6,387
WT,OMH,HSR,N,605,M-7,D-28,W-5,1005
RQ,TVQ,UCY,N,1658,M-4,D-23,W-6,545
WT,HSR,POI,N,1742,M-5,D-9,W-2,1781
NB,QTP,PTV,N,1135,M-1,D-15,W-6,1069
NB,ORN,POI,N,1152,M-8,D-27,W-7,1790
NB,PTV,RTQ,Y,1228,M-4,D-4,W-1,248
WT,RMT,HSR,N,655,M-2,D-2,W-4,612
OZ,HSI,HSR,N,624,M-12,D-8,W-4,717
TT,HSI,RIN,N,1157,M-8,D-17,W-3,1213
XJ,JNS,TQC,N,1652,M-1,D-12,W-4,143
WP,YQO,MQV,Y,1300,M-8,D-11,W-5,185
OZ,HSR,OPU,N,2025,M-5,D-16,W-2,334
RQ,CHP,SPN,N,811,M-9,D-17,W-7,1249
LT,YVH,LBQ,N,1937,M-6,D-2,W-5,216
BN,UYV,RVN,N,1701,M-12,D-8,W-5,201
WP,UYV,ULQ,N,554,M-7,D-21,W-5,267
TT,RIN,SPN,N,1719,M-11,D-1,W-3,1017
WP,ULQ,QTX,Y,1842,M-4,D-11,W-1,2401
TT,IQQ,RIN,N,954,M-7,D-23,W-7,1119
RQ,TVQ,QTX,N,1631,M-3,D-4,W-6,1946
JG,MOY,TVQ,N,730,M-8,D-17,W-4,490
TT,OYT,RIN,Y,1636,M-1,D-22,W-6,1121
MH,OPU,YTL,Y,1120,M-8,D-8,W-1,1034
BN,CRQ,OPU,N,1308,M-9,D-18,W-1,1050
WT,PJT,HSR,N,1042,M-5,D-30,W-2,1721
TT,QTP,RIN,N,618,M-10,D-19,W-3,1055
NB,LHW,ULX,N,940,M-2,D-5,W-6,1020
OZ,HSR,CBT,N,1026,M-4,D-27,W-4,409
HH,QTX,MHP,N,1858,M-1,D-17,W-2,833
NB,CNY,OLV,Y,1120,M-10,D-30,W-7,377
VK,OMH,PDW,Y,1328,M-10,D-10,W-1,1189
BN,RVN,UCY,N,927,M-9,D-7,W-3,1087
HH,PQM,OPU,N,820,M-9,D-23,W-6,991
RQ,MGF,QTP,N,1252,M-4,D-13,W-3,1678
WP,RMT,CWI,N,2111,M-4,D-28,W-5,296
WT,YTR,PDM,Y,2034,M-1,D-13,W-5,2400
NB,HEM,ULX,N,640,M-11,D-25,W-5,833
XJ,JNS,OJO,N,1210,M-1,D-25,W-2,946
NB,ORN,CNY,N,746,M-7,D-1,W-6,611
IQ,RIN,TVQ,N,1852,M-6,D-29,W-4,732
TT,CRQ,RIN,N,1358,M-5,D-23,W-2,1471
TT,QFT,RIN,N,1601,M-9,D-22,W-4,1389
WP,PVQ,ULX,N,1705,M-4,D-21,W-5,1262
XJ,UGR,MQJ,N,616,M-5,D-5,W-4,540
WT,QTX,HSR,N,1418,M-12,D-22,W-4,1745
TT,QYL,QTX,N,1446,M-8,D-3,W-4,2615
C6,IQQ,QFT,N,1225,M-12,D-31,W-6,1076
RQ,PVQ,TVQ,Y,1832,M-5,D-24,W-3,483
HH,CVO,PQM,N,614,M-9,D-17,W-7,357
IQ,RVN,OMH,N,1310,M-2,D-13,W-1,957
OZ,PTB,PDM,Y,2156,M-1,D-18,W-2,417
HH,PBT,QTX,N,1131,M-4,D-22,W-5,36
WT,HSR,UYV,Y,2309,M-6,D-28,W-2,412
C6,YTR,QTP,N,1943,M-8,D-20,W-7,2066
NB,HTE,QTP,N,1317,M-11,D-6,W-1,407
HH,URX,OIS,N,1945,M-4,D-30,W-7,222
IQ,TVQ,PTG,N,1405,M-5,D-14,W-7,215
TT,RIN,JQU,N,1437,M-3,D-7,W-2,551
RQ,PDM,PQM,N,1318,M-1,D-26,W-4,585
WP,MQV,CNY,Y,2222,M-1,D-13,W-4,361
BN,OJO,PVQ,N,1828,M-4,D-22,W-6,256
BN,QTP,OPU,N,1155,M-10,D-13,W-5,1300
OZ,HSR,UYV,N,1109,M-11,D-5,W-7,412
XJ,YTL,MQV,N,1605,M-2,D-7,W-1,913
HL,CHP,MGF,N,735,M-3,D-5,W-6,752
MH,YTL,PJT,N,2105,M-1,D-10,W-1,1874
AG,CWS,ULX,Y,951,M-5,D-11,W-4,369
BN,OPU,PTB,N,2115,M-4,D-16,W-7,1532
NB,HTE,CWS,N,625,M-10,D-13,W-5,325
TP,PJT,UPU,N,1148,M-10,D-28,W-5,987
TT,HSR,URX,N,1006,M-12,D-4,W-1,1739
JG,TVQ,JAN,Y,1459,M-2,D-22,W-2,646
HH,RJB,TWP,Y,1346,M-8,D-4,W-5,775
JG,TVQ,PRI,N,1155,M-2,D-12,W-7,321
BN,RVN,UNO,N,1347,M-8,D-13,W-7,668
XJ,MQJ,RMT,N,1909,M-5,D-25,W-3,310
JG,IBV,TVQ,Y,705,M-9,D-15,W-5,644
OZ,CNY,HSR,N,648,M-11,D-10,W-5,622
XJ,MHP,YTL,N,858,M-12,D-23,W-6,809
RQ,PQM,OPU,N,1654,M-11,D-18,W-5,991
WT,RJB,HEM,N,1224,M-1,D-10,W-2,495
HH,PQM,JEH,N,2048,M-8,D-5,W-6,200
WP,IQQ,MQV,N,1845,M-11,D-5,W-7,631
HH,HBV,QTX,N,1345,M-10,D-19,W-4,47
XJ,OMY,JNS,N,650,M-3,D-15,W-2,1092
RQ,MLP,TVQ,N,1418,M-12,D-2,W-6,259
OZ,QTP,QTX,N,1500,M-11,D-25,W-6,236
JG,TVQ,CLO,N,2006,M-5,D-22,W-1,134
XJ,MQJ,HSI,N,1545,M-2,D-11,W-5,435
MH,DTX,JNS,N,1709,M-7,D-30,W-7,821
RL,YTR,CBT,N,809,M-5,D-24,W-2,542
XJ,MQJ,SHM,N,1854,M-11,D-3,W-4,245
XJ,CWI,JNS,N,1758,M-12,D-1,W-4,282
AG,RJB,TPJ,N,1115,M-7,D-25,W-2,125
TT,HSR,PDM,Y,2110,M-7,D-14,W-5,1829
OZ,CFS,CHP,N,619,M-8,D-8,W-1,201
BN,CLO,OJO,Y,716,M-3,D-18,W-5,211
BN,SRW,OPU,N,816,M-4,D-17,W-7,981
RL,YTR,DIE,N,2125,M-2,D-14,W-1,228
HL,FPU,OMH,Y,2025,M-10,D-6,W-4,449
HL,MGF,CLO,N,2048,M-7,D-7,W-4,396
TP,QTP,PJT,N,1700,M-2,D-6,W-7,866
HL,MGF,MQJ,N,1628,M-10,D-25,W-3,221
HL,OEJ,MGF,N,924,M-8,D-7,W-1,318
HL,CNY,CHP,N,1150,M-3,D-3,W-5,370
NB,PTV,QTP,N,758,M-11,D-11,W-6,1069
XJ,YTL,JQU,Y,1444,M-6,D-16,W-5,667
XJ,MQJ,YBR,N,1522,M-4,D-17,W-7,261
HH,STU,PQM,N,608,M-12,D-20,W-3,508
HL,YPU,MGF,N,1727,M-4,D-5,W-2,626
OZ,VXE,RIN,N,1741,M-9,D-20,W-3,181
WP,ULX,QTX,Y,1206,M-11,D-10,W-5,370
RQ,PQM,DIE,N,1700,M-2,D-19,W-6,1989
MH,HSR,JNS,N,1255,M-8,D-23,W-2,719
JG,TVQ,FSS,N,1112,M-2,D-7,W-2,640
HH,PQM,FDV,N,1632,M-10,D-3,W-1,217
XJ,JNS,HOT,N,1329,M-9,D-8,W-5,1133
IQ,TVQ,UYV,Y,2048,M-6,D-23,W-5,526
TT,SRW,HSR,N,1529,M-4,D-10,W-1,647
I9,PIH,RJB,N,1037,M-8,D-12,W-6,967
RL,YTR,RVN,N,1335,M-4,D-17,W-7,383
HH,TMG,PIH,N,1357,M-11,D-6,W-7,250
NB,HTE,CWS,N,1020,M-3,D-7,W-1,325
JG,TVQ,XBT,N,1843,M-11,D-17,W-4,589
TP,PJT,CWS,Y,1915,M-6,D-4,W-6,937
RQ,TVQ,QFT,N,1930,M-3,D-25,W-6,761
WT,RJB,QTP,N,2108,M-7,D-26,W-2,629
AG,TVQ,HSR,N,619,M-9,D-22,W-5,606
TP,POI,PJT,N,2000,M-8,D-19,W-6,605
MH,SPN,YTL,Y,1854,M-5,D-11,W-4,861
RQ,QFT,VUT,N,1843,M-3,D-2,W-3,1011
HL,DTX,QFT,Y,1955,M-6,D-28,W-3,834
OZ,RIN,PTG,N,1848,M-6,D-22,W-3,925
XJ,MQJ,CBT,N,2045,M-4,D-3,W-7,448
RQ,TVQ,YTL,N,1936,M-9,D-10,W-6,689
HH,PIH,MJM,N,1549,M-5,D-6,W-5,304
TT,HSR,CHP,N,1328,M-12,D-18,W-7,867
JG,TVQ,CLO,N,1019,M-1,D-9,W-1,134
WP,QTP,ULX,N,948,M-5,D-19,W-5,256
JG,TVQ,OQC,Y,1817,M-8,D-5,W-6,443
OZ,XBT,HSR,N,745,M-8,D-8,W-2,522
WT,OPU,HSR,N,1521,M-4,D-28,W-5,334
NB,URX,SBH,N,1800,M-11,D-2,W-4,444
NB,ORN,ULX,N,1205,M-2,D-7,W-2,1444
XJ,ULX,YTL,N,841,M-6,D-29,W-4,1009
NB,ULQ,VUT,Y,2023,M-8,D-19,W-5,920
BN,RIN,RVN,N,856,M-10,D-11,W-3,987
RQ,MGF,ULQ,N,2043,M-2,D-10,W-5,507
NB,RVN,CBT,N,813,M-8,D-23,W-3,457
HH,PIH,CWS,N,1249,M-8,D-25,W-4,326
BN,OPU,PDM,N,2049,M-4,D-30,W-7,1576
XJ,YTL,FUV,Y,1712,M-9,D-4,W-1,376
NB,QTX,QTP,N,1730,M-1,D-21,W-5,236
WP,ULX,MOL,N,957,M-3,D-8,W-3,1671
XJ,YTL,TVQ,N,1735,M-5,D-25,W-4,689
TT,VWP,RIN,N,1327,M-8,D-11,W-4,813
XJ,QYV,YTL,N,635,M-1,D-13,W-4,374
RQ,ORN,TVQ,N,1155,M-1,D-16,W-7,590
BN,OPU,JNS,N,1052,M-12,D-20,W-2,1008
